year,date,time,latitude,longitude,depth,surface_wave_magnitude,abe_magnitude,intensity,max_height,moment_magnitude,available_observations,damage_code,cause,validity,warning_status,region_code,basic_reference,source_region
1853,15 Jul,14:00:00,12.1,-63.6,N/A,6.7,N/A,1.0,N/A,N/A,0,0,E,4,N/A,CAR,LWO,Venezuela
1853,18 Aug,08:30:00,38.3,23.4,N/A,6.5,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,PAP,South Evoikos Gulf
1853,31 Oct,00:00:00,47.0,154.0,40,7.0,N/A,2.0,N/A,2.0,2,0,E,4,N/A,K-K,SOL,S.Kuril Islands
1853,30 Nov,00:00:00,-21.3,-175.2,N/A,7.5,N/A,1.0,N/A,N/A,0,0,E,2,N/A,NZT,SG2,"Tongatapu Is., Tonga"
1853,11 Dec,16:15:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,1,N/A,MED,SO1,N/A
1854,04 Jan,00:00:00,-3.5,128.6,N/A,6.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SG1,"BANDA SEA, INDONESIA"
1854,15 Jan,00:00:00,20.9,134.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,V,0,N/A,PHI,SG1,West of Mariana Is.
1854,27 Jan,18:10:00,57.0,-152.0,N/A,N/A,N/A,N/A,N/A,N/A,2,0,E,4,N/A,A-A,LA1,GULF OF ALASKA
1854,29 Feb,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,MED,SO1,N/A
1854,31 May,12:59:00,33.0,-117.0,N/A,N/A,N/A,1.0,N/A,N/A,2,0,EL,3,N/A,CAM,LLK,S. CALIFORNIA
1854,09 Jul,00:00:02,36.0,136.0,N/A,N/A,N/A,N/A,N/A,N/A,0,L,E,0,N/A,JAP,WWT,JAPAN:  IGA
1854,09 Jul,00:00:01,51.0,158.0,40,7.0,N/A,N/A,N/A,N/A,0,0,U,3,N/A,K-K,SOL,N.Kuril Islands.USSR
1854,24 Jul,00:00:00,33.0,-117.0,N/A,N/A,N/A,N/A,0.3,-2.0,2,N,U,2,N/A,CAM,LLK,S.CALIFORNIA
1854,04 Aug,00:00:00,8.5,-83.0,N/A,7.2,N/A,1.0,N/A,N/A,0,0,E,3,N/A,CAM,SG2,Costa Rica-Panama
1854,06 Aug,00:00:00,8.6,-83.1,N/A,7.2,N/A,2.0,N/A,N/A,0,0,E,3,N/A,CAM,SG2,Costa Rica-Panama
1854,18 Aug,00:00:00,33.0,-117.0,N/A,N/A,N/A,N/A,0.1,N/A,1,N,U,2,N/A,CAM,LLK,S. CALIF.
1854,27 Sep,00:00:00,-0.78,127.4,N/A,N/A,N/A,0.5,N/A,N/A,0,0,E,3,N/A,IND,SG1,"Ternate Is, Molucca Sea, Indon"
1854,04 Oct,18:19:00,38.0,-122.0,N/A,N/A,N/A,N/A,0.1,N/A,1,N,U,3,N/A,CAM,LLK,N. CALIFORNIA
1854,22 Oct,03:45:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,2,N/A,CAM,LLK,N. CALIF.
1854,26 Oct,00:00:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,2,0,E,1,N/A,CAM,LLO,CALIFORNIA
1854,01 Nov,00:00:00,38.0,-122.0,N/A,N/A,N/A,N/A,0.6,N/A,1,N,U,1,N/A,CAM,LLK,N. CALIFORNIA
1854,10 Nov,00:00:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,CAM,SG2,N. CALIFORNIA
1854,23 Dec,00:00:00,34.1,137.8,N/A,8.3,8.2,3.0,28.0,4.0,42,L,E,4,N/A,JAP,IID,"Enshunada,Nankaido. Japan"
1854,24 Dec,08:00:00,33.2,135.6,N/A,8.4,8.2,3.0,28.0,4.0,65,N,E,4,N/A,JAP,IID,JAPAN:  NANKAIDO
1854,29 Dec,02:45:00,43.7,7.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,V,2,N/A,MED,SO1,N/A
1855,23 Jan,09:32:00,-41.4,174.5,25,8.0,N/A,3.0,9.1,2.0,10,M,E,3,N/A,NZT,SG2,"NEW ZEALAND:WELLINGTON,W.Waira"
1855,13 Feb,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,PAP,"Fetiye, South Minor Asia"
1855,17 Feb,00:00:00,37.7,-27.2,N/A,7.0,N/A,2.0,N/A,N/A,0,0,E,2,N/A,NEA,AGOS,"Terceira Is., Azores"
1855,20 Mar,00:30:00,41.0,-124.2,N/A,6.0,N/A,N/A,N/A,N/A,1,0,E,1,N/A,CAM,LLK,N. CALIFORNIA
1855,18 May,14:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,NIZZA
1855,11 Jul,04:15:00,34.1,-118.1,N/A,6.5,N/A,1.0,N/A,N/A,1,0,EL,3,N/A,CAM,LLK,Southern California
1855,11 Aug,00:00:00,-33.0,-71.7,N/A,N/A,N/A,N/A,N/A,N/A,0,N,E,2,N/A,SAM,LOC,"SC. CHILE, Valparaiso"
1855,25 Sep,10:45:00,16.0,-86.0,N/A,6.5,N/A,1.0,N/A,N/A,0,0,E,2,N/A,CAR,LWO,"Honduras, Trujillo Bay"
1855,22 Oct,03:54:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,U,1,N/A,CAM,SG2,N. CALIFORNIA
1855,07 Nov,00:00:00,34.5,137.6,N/A,7.0,N/A,1.0,3.0,1.0,6,M,E,4,N/A,JAP,IID,Enshunada. Japan
1855,11 Nov,00:00:00,35.65,139.8,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,4,N/A,JAP,IID,Tokyo Bay. Japan
1856,30 Nov,00:00:00,-5.0,146.0,N/A,7.0,N/A,2.0,N/A,N/A,0,M,E,2,N/A,NGS,SG1,"Astrolabe Bay, New Guinea"
1856,06 Jan,00:00:00,36.7,-28.2,N/A,N/A,N/A,2.0,N/A,N/A,0,0,U,2,N/A,NEA,AGOS,"Velas, Sao Jorge, Azores"
1856,15 Feb,13:25:00,37.6,-122.3,N/A,5.5,N/A,-1.0,0.6,N/A,1,N,EL,3,N/A,CAM,LLK,N. CALIFORNIA
1856,29 Feb,00:00:00,-44.75,171.2,N/A,N/A,N/A,1.0,3.0,1.0,4,0,U,3,N/A,NZT,SG2,"Canterbury, New Zealand"
1856,02 Mar,00:00:00,3.5,125.5,N/A,N/A,N/A,2.0,5.0,1.0,2,L,V,4,N/A,IND,SG1,SULAWESI -N. MOLUCCA IS.
1856,02 Mar,10:00:00,54.5,-0.5,N/A,N/A,N/A,2.0,N/A,N/A,0,0,U,2,N/A,NEA,PARC,"Whitby, Yorkshire, England"
1856,25 Jul,00:00:00,-8.5,116.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SG1,DJAWA (JAVA)-FLORES SEA
1856,26 Jul,00:00:00,54.6,-165.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,V,1,N/A,A-A,SG1,E. ALEUTIAN IS.
1856,09 Aug,00:00:00,15.8,-84.3,N/A,N/A,N/A,2.0,5.0,N/A,1,0,E,4,N/A,CAR,LWO,"Honduras, Rio Patuca"
1856,21 Aug,11:50:00,37.1,5.7,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,GTC,Algeria
1856,21 Aug,21:45:00,37.1,5.7,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,3,N/A,MED,SO1,N/A
1856,22 Aug,11:40:00,36.85,5.7,N/A,N/A,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,GTC,Algeria
1856,23 Aug,04:30:00,40.5,143.5,N/A,7.8,N/A,2.0,6.0,2.5,25,M,E,4,N/A,JAP,IID,"Hachinohe,SE.Hokkaido. Japan"
1856,31 Aug,00:00:00,35.4,139.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,M,2,N/A,JAP,SG1,"Tokio Bay, Japan"
1856,24 Sep,00:00:00,33.0,-117.0,N/A,N/A,N/A,N/A,3.6,N/A,1,M,E,0,N/A,CAM,WWT,TOKAIDO
1856,12 Oct,00:45:00,35.5,26.0,N/A,8.3,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,CRETE
1856,13 Nov,00:00:00,38.4,26.2,N/A,6.6,N/A,2.0,N/A,4.0,0,0,E,1,N/A,MED,PAP,"Chios, East Aegian Sea"
1857,17 Apr,00:00:00,-5.5,147.0,N/A,8.0,N/A,1.5,N/A,N/A,0,0,E,3,N/A,NGS,ICP,BISMARCK SEA
1857,13 May,00:00:00,-8.0,115.5,50,7.0,N/A,2.0,3.0,1.5,2,M,E,4,N/A,IND,SG1,DJAWA (JAVA)-FLORES SEA
1857,23 May,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1857,13 Jul,22:00:00,34.8,138.3,N/A,6.4,N/A,N/A,N/A,N/A,1,0,E,4,N/A,JAP,IID,Suruga Bay. Japan
1857,17 Sep,22:00:00,40.2,29.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,SEA OF MARMARA
1857,17 Nov,00:00:00,1.0,125.0,N/A,N/A,N/A,1.5,N/A,N/A,1,0,E,3,N/A,IND,SG1,"N. MOLUCCA IS., INDONESIA"
1858,24 Jan,00:00:00,58.9,22.7,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,BAL,PARC,"Hiiuma Island, Estonia"
1858,21 Feb,09:02:00,37.9,22.9,N/A,6.5,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,PAP,Korinthos Gulf
1858,24 Apr,00:00:00,-30.0,-71.4,N/A,6.5,N/A,1.0,N/A,N/A,1,S,E,2,N/A,SAM,LOC,NC. CHILE
1858,31 Aug,00:00:00,26.5,128.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,JAP,SG1,"Okinava Is., Ryukyo, Japan"
1858,15 Sep,00:00:00,-44.0,170.5,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,NZT,SG2,"E.South Is., SE. NEW ZEALAND"
1858,13 Dec,00:00:00,1.0,126.0,N/A,7.4,N/A,1.5,N/A,2.0,1,0,E,2,N/A,IND,SG1,"N. MOLUCCA IS., INDONESIA"
1859,28 Jun,00:00:00,1.0,126.5,N/A,7.0,N/A,3.0,9.0,3.0,1,M,E,4,N/A,IND,SG1,"N. MOLUCCA IS., INDONESIA"
1859,20 Jul,20:00:00,-4.5,130.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,3,N/A,IND,SG1,"Lantor Is., Banda Sea, Indones"
1859,29 Jul,00:00:00,0.0,125.5,N/A,7.2,N/A,1.5,N/A,1.0,1,0,E,4,N/A,IND,SG1,"N. MOLUCCA IS., INDONESIA"
1859,21 Aug,11:55:00,40.0,25.9,N/A,6.3,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1859,25 Aug,00:00:00,13.0,-87.5,N/A,6.5,N/A,2.0,N/A,2.0,1,0,E,3,N/A,CAM,SG2,Honduras-Nicaragua
1859,24 Sep,03:00:00,37.6,-122.3,N/A,N/A,N/A,N/A,4.6,1.5,1,0,EM,2,N/A,CAM,LLK,N. CALIFORNIA
1859,25 Sep,00:00:00,-5.5,130.5,N/A,6.7,N/A,0.5,N/A,1.0,1,0,E,2,N/A,IND,SG1,"BANDA SEA, INDONESIA"
1859,05 Oct,12:00:00,-27.0,-70.4,N/A,7.7,N/A,2.5,5.5,2.5,1,M,E,4,N/A,SAM,SG2,"Caldera, North Central Chile"
1859,20 Oct,00:00:00,-9.0,111.0,N/A,N/A,N/A,1.0,N/A,N/A,1,0,E,2,N/A,IND,SG1,S. JAVA SEA
1859,08 Dec,00:00:00,13.7,-89.8,40,7.0,N/A,1.5,N/A,1.0,1,0,E,3,N/A,CAM,SG2,"Acajutla Bay, El Salvador"
1859,17 Dec,00:00:00,1.0,125.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SG1,"Belang, N.MOLUCCA I.,INDONESIA"
1859,25 Dec,00:00:00,0.0,126.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,3,N/A,IND,SG1,"Sulawesi, N.MOLUCCA I.,INDONES"
1860,06 Jan,00:00:00,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,N/A
1860,17 Mar,00:00:00,16.5,-100.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,CAM,SG2,"Near Acapulko, S. MEXICO"
1860,08 Apr,10:30:00,19.0,-71.0,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,4,N/A,CAR,LWO,"Hispaniola, Haiti"
1860,23 Apr,00:00:00,-12.0,-77.1,N/A,N/A,N/A,N/A,N/A,N/A,1,N,E,3,N/A,SAM,LOC,PERU
1860,31 Jul,00:00:00,1.5,125.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,IND,SG1,"Minahasa Pen, Sulawesi, Indone"
1860,06 Oct,00:00:00,-1.4,128.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,3,N/A,IND,SG1,CERAM
1860,01 Dec,00:00:00,20.0,-155.0,N/A,N/A,N/A,1.5,3.6,N/A,3,M,E,2,N/A,HAW,LLO,N. PACIFIC?
1861,18 Jan,09:10:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,SO1,N/A
1861,16 Feb,00:00:00,-1.0,97.8,70,8.5,N/A,3.0,N/A,N/A,8,M,E,4,N/A,IND,SG1,"INDONESIA:  LAGUNDI,SIMUK,TELL"
1861,09 Mar,00:00:00,0.0,98.0,20,7.0,N/A,2.0,N/A,N/A,3,0,E,4,N/A,IND,SG1,SW. SUMATRA (BANDA SEA)
1861,26 Apr,00:00:00,1.0,97.5,70,7.0,N/A,1.5,N/A,N/A,1,0,E,4,N/A,IND,WWT,SW. SUMATRA
1861,04 May,00:00:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,U,1,N/A,CAM,LLK,N.Calif
1861,05 May,00:00:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,CAM,LLO,N. CALIFORNIA
1861,05 Jun,00:00:00,-6.3,107.3,N/A,N/A,N/A,1.0,N/A,1.0,0,0,U,2,N/A,IND,SG1,DJAWA (JAVA)
1861,25 Sep,00:00:00,-1.5,100.0,N/A,6.5,N/A,1.5,N/A,N/A,1,0,E,3,N/A,IND,SG1,SW. SUMATRA
1861,20 Oct,17:30:00,37.7,141.6,N/A,7.4,N/A,1.0,4.0,2.0,2,M,E,4,N/A,JAP,IID,Off Miyagi. Japan
1861,16 Dec,00:00:00,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2.0,0,S,E,0,N/A,MED,SO1,N/A
1861,26 Dec,06:28:00,38.2,22.2,N/A,6.6,N/A,2.0,2.1,3.0,1,S,EL,4,N/A,MED,PAP,W.Corinthos Gulf
1862,01 Jan,08:45:00,38.3,22.3,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1862,28 Jan,00:00:00,21.1,-156.75,N/A,N/A,N/A,1.0,N/A,N/A,1,0,U,2,N/A,HAW,LLO,"Wailaua, Molokai Is., Hawaii"
1862,04 Mar,00:00:00,14.6,120.7,N/A,6.0,N/A,0.5,N/A,N/A,0,0,E,1,N/A,PHI,SG1,"Manila, W. LUZON"
1862,18 Mar,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1862,08 Apr,00:00:00,-6.7,108.6,N/A,N/A,N/A,1.0,2.1,N/A,1,S,U,1,N/A,IND,SG1,"Cirebon, Java, Indonesia"
1862,27 May,20:00:00,32.7,-117.2,N/A,5.8,N/A,N/A,1.2,N/A,1,S,L,4,N/A,CAM,LLK,S. CALIFORNIA
1862,06 Jun,00:00:00,24.0,121.0,N/A,N/A,N/A,N/A,N/A,N/A,0,M,E,1,N/A,JAP,SGN,"Kagi, Taiwan"
1862,24 Nov,05:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,N/A
1863,30 Nov,00:00:00,47.3,-56.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,NWA,BR4,S.E coast of Newfoundland
1863,16 Mar,21:00:00,-6.0,106.2,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,IND,SG1,"Serang, Java, Indonesia"
1863,22 Mar,22:15:00,36.5,28.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,N/A
1863,03 Jun,11:20:00,14.2,121.0,N/A,6.5,N/A,1.0,N/A,1.0,1,M,E,2,N/A,PHI,SG1,PHILIPPINES:  MANILA
1863,17 Aug,00:00:00,-19.0,168.5,N/A,7.5,N/A,1.0,N/A,N/A,1,0,E,2,N/A,NZT,SG1,NEW HEBRIDES ISLANDS
1863,20 Sep,00:00:00,44.6,141.5,N/A,6.4,N/A,N/A,N/A,N/A,0,0,E,3,N/A,JAP,IID,"NW.Hokkaido Island, Japan"
1864,23 May,00:00:00,-1.0,135.0,N/A,7.8,N/A,1.5,12.0,1.5,3,L,E,3,N/A,NGS,SG1,"N. West Irian, Indonesia"
1864,16 Sep,00:00:00,52.0,-6.5,N/A,N/A,N/A,1.5,N/A,N/A,0,0,U,2,N/A,NWA,PARC,"Kilmore, Wexford, Ireland"
1865,08 Jan,00:00:00,-12.0,-77.1,N/A,N/A,N/A,1.5,N/A,N/A,1,S,E,3,N/A,SAM,LOC,PERU
1865,01 Mar,00:00:00,26.5,128.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,JAP,IID,"Okinawa, Japan"
1865,16 Jul,02:00:00,53.0,-166.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,1,N/A,A-A,LA1,"Unalaska Is., Aleutians"
1865,04 Oct,00:00:00,37.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,0,N/A,CAM,LLK,"SAN FRANCISCO, CALIFORNIA"
1865,08 Oct,20:46:00,37.2,-121.9,N/A,6.2,N/A,0.5,N/A,N/A,1,0,EL,3,N/A,CAM,LLK,N. CALIFORNIA
1865,19 Oct,00:00:00,13.3,123.4,N/A,6.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,PHI,SG1,"SULU SEA, PHILIPPINES"
1865,18 Nov,00:00:00,-21.6,-175.6,N/A,8.0,N/A,2.0,2.0,N/A,1,0,E,4,N/A,NZT,SG2,Tonga Isl.
1866,02 Jan,10:00:00,40.4,19.6,N/A,6.6,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,PAP,Albania  COASTS
1866,06 Jan,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,3,N/A,MED,ANT,N/A
1866,19 Jan,12:30:00,38.3,28.3,N/A,6.8,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1866,28 Jan,00:00:00,36.4,25.3,N/A,6.0,N/A,2.0,N/A,4.0,0,0,E,3,N/A,MED,SO1,N/A
1866,31 Jan,00:00:00,36.24,25.24,N/A,6.1,N/A,0.0,N/A,1.0,0,0,V,2,N/A,MED,PAP,South Aegian Sea
1866,02 Feb,00:00:00,38.25,26.25,N/A,6.8,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,"Chios, East Aegian Sea"
1866,06 Feb,13:45:00,36.0,23.0,N/A,6.3,N/A,3.0,N/A,4.0,0,M,E,3,N/A,MED,SO1,Kythira Strait
1866,02 Mar,15:30:00,40.4,19.5,N/A,6.3,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,SO1,Albania
1866,03 Mar,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,1,N/A,MED,ANT,N/A
1866,06 Mar,00:00:00,40.8,19.5,N/A,6.1,N/A,2.0,N/A,4.0,0,0,E,3,N/A,MED,PAP,Albania
1866,13 Mar,17:00:00,40.3,19.3,N/A,5.6,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,PAP,Albania
1866,09 Aug,00:00:00,-33.85,151.12,N/A,N/A,N/A,0.0,N/A,N/A,0,0,U,1,N/A,NZT,SG2,"Sidnei, Australia"
1866,15 Aug,00:00:00,-33.85,151.12,N/A,N/A,N/A,0.0,N/A,N/A,0,0,U,1,N/A,NZT,SG2,"Sidnei, Australia"
1866,05 Sep,13:00:00,58.0,-152.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,2,N/A,A-A,LA1,ALASKA PEN.
1866,12 Sep,00:00:00,-14.2,-169.6,N/A,N/A,N/A,1.0,N/A,N/A,1,0,V,2,N/A,NZT,SG2,"Manua Is., Am. Samoa"
1866,30 Sep,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,N/A
1867,04 Feb,04:19:00,38.4,20.5,N/A,7.2,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,PAP,Ionian Sea
1867,07 Mar,18:15:00,39.2,26.4,N/A,7.0,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,N/A
1867,15 Mar,18:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1867,10 Apr,00:00:00,33.5,44.9,N/A,N/A,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SGN,LIXOURI
1867,05 Aug,00:00:00,-33.85,151.12,N/A,N/A,N/A,0.0,N/A,N/A,0,0,U,1,N/A,NZT,SG2,"Sidnei, Australia"
1867,07 Sep,00:00:00,11.0,-64.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAR,LWO,"Venezuela, Isla de Margarita"
1867,20 Sep,03:15:00,36.4,22.2,N/A,7.1,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,GTC,"Gythio, Kythira Strait"
1867,04 Oct,00:00:00,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2.0,0,0,U,2,N/A,MED,SO1,ALBANYA
1867,18 Nov,18:45:00,18.4,-64.3,N/A,7.5,N/A,3.0,10.0,N/A,26,M,E,4,N/A,CAR,LWO,"St. Thomas, Virgin Is."
1867,19 Nov,21:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,SO1,N/A
1867,18 Dec,00:00:00,25.1,121.4,N/A,7.0,N/A,2.0,N/A,2.0,1,M,E,4,N/A,JAP,SG1,"Chilung, Taiwan"
1868,17 Mar,06:45:00,18.4,-64.9,N/A,7.0,N/A,1.0,1.5,N/A,2,N,E,4,N/A,CAR,LWO,"Puerto Rico, Arroyo, Naguabo"
1868,03 Apr,02:24:00,19.2,-155.3,N/A,7.5,N/A,3.4,20.0,4.1,29,L,E,4,N/A,HAW,LLK,SE coast of Hawaii Island
1868,10 Apr,00:00:00,19.2,-155.3,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,0,N/A,HAW,LLO,SE coast of Hawaii Island
1868,23 Apr,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,MED,GTC,SW England
1868,15 May,00:00:00,55.0,-161.0,N/A,N/A,N/A,2.5,6.0,N/A,1,M,E,2,N/A,A-A,LA1,ALASKA PENINSULA
1868,22 May,22:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1868,25 May,00:00:00,17.0,-100.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,2,N/A,CAM,WWT,"ACAPULCO, MEXICO"
1868,13 Jun,00:00:00,19.2,-155.3,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,0,N/A,CAM,LLK,Coast of California
1868,13 Aug,00:00:00,11.0,-64.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Venezuela, Isla de Margarita"
1868,16 Aug,06:30:00,0.4,-78.1,N/A,7.7,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SG2,Ecuador
1868,05 Sep,02:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,EV,1,N/A,MED,SO1,N/A
1868,14 Sep,00:00:00,-36.7,-73.2,N/A,N/A,N/A,0.5,N/A,N/A,0,S,E,2,N/A,SAM,SG2,C. CHILE
1868,02 Oct,00:00:00,-17.0,-72.5,N/A,N/A,N/A,0.5,N/A,N/A,1,S,E,2,N/A,SAM,LOC,PERU
1868,02 Oct,07:30:00,19.27,-155.12,N/A,N/A,N/A,1.0,9.0,N/A,2,M,U,2,N/A,HAW,LLO,"Kahaualea, Hawaii Island"
1868,16 Oct,00:00:00,-33.1,-71.7,N/A,N/A,N/A,0.5,N/A,N/A,1,S,E,2,N/A,SAM,LOC,C. CHILE
1868,21 Oct,15:53:00,37.7,-122.1,N/A,6.8,N/A,0.5,4.5,N/A,4,M,L,3,N/A,CAM,LLK,N. CALIFORNIA
1868,06 Dec,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,N/A
1869,27 Jan,00:00:00,-36.6,-72.9,N/A,N/A,N/A,N/A,N/A,N/A,1,N,E,2,N/A,SAM,LOC,C. CHILE
1869,06 Feb,00:00:00,-39.9,-73.4,N/A,N/A,N/A,N/A,N/A,N/A,0,N,E,2,N/A,SAM,SG2,SC. CHILE
1869,10 Feb,12:59:00,37.78,-122.4,N/A,N/A,N/A,N/A,N/A,N/A,2,0,U,1,N/A,CAM,LLK,"San-Francisco, California"
1869,13 Feb,04:30:00,37.78,-122.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,CAM,SG2,"San-Francisco, California"
1869,22 Apr,00:00:00,-12.1,-77.1,N/A,N/A,N/A,1.0,N/A,N/A,0,S,E,1,N/A,SAM,SG2,"Kalyao, PERU"
1869,01 Jun,00:00:00,37.8,-122.47,N/A,N/A,N/A,N/A,N/A,N/A,1,0,U,3,N/A,CAM,LLK,"Fort Hornet, San-Francisco, CA"
1869,02 Jun,00:00:00,36.81,-121.9,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,CAM,LLO,"Fort Point, California"
1869,25 Jun,00:00:00,-19.6,-70.2,N/A,N/A,N/A,N/A,N/A,N/A,0,N,E,2,N/A,SAM,SG2,N. CHILE
1869,24 Jul,00:00:00,20.0,-155.0,N/A,N/A,N/A,3.0,9.1,N/A,9,M,E,3,N/A,HAW,LLO,S. PACIFIC?
1869,09 Aug,00:00:00,-30.0,-71.4,N/A,N/A,N/A,1.5,3.0,1.6,4,M,E,2,N/A,SAM,SG2,NC. CHILE
1869,11 Aug,00:00:00,-33.89,151.23,N/A,N/A,N/A,0.0,N/A,N/A,0,0,U,1,N/A,NZT,SG2,"Sidnei, Australia"
1869,16 Aug,07:00:00,12.3,123.1,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,PHI,SG1,SULU SEA
1869,19 Aug,00:00:00,-16.0,-73.5,N/A,6.5,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SG2,PERU
1869,24 Aug,17:10:00,-18.6,-70.0,30,7.4,N/A,1.5,2.0,1.0,3,S,E,4,N/A,SAM,LOC,"Arica, Northern Chile"
